Lead_ID,Customer_ID,Lead_Date,Lead_Source,Campaign_ID,Project,Lead_Status,Interest_Score,Budget_Fit,Sales_Executive_ID
LEAD00905,CUST00594,2026-12-14,LinkedIn,CAMP035,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC29
LEAD00906,CUST00594,2026-12-31,Channel Partner,,Godrej Riverine,Qualified,9,Yes,EXEC20
LEAD00907,CUST00595,2026-04-30,Instagram,CAMP130,Godrej Riverine,Qualified,5,No,EXEC20
LEAD00908,CUST00595,2026-07-17,MagicBricks,,Godrej Riverine,Qualified,4,Partial,EXEC22
LEAD00909,CUST00595,2026-09-06,Newspaper Insert,CAMP137,Godrej Riverine,Not Interested / Lost,3,No,EXEC17
LEAD00910,CUST00596,2024-05-29,Facebook,CAMP138,Godrej Riverine,Contacted,6,No,EXEC20
LEAD00911,CUST00597,2025-03-03,Google Ads,CAMP147,Godrej Riverine,Converted,7,Yes,EXEC13
LEAD00912,CUST00597,2025-07-01,Newspaper Insert,CAMP146,Godrej Riverine,Contacted,6,Yes,EXEC18
LEAD00913,CUST00597,2026-01-03,Google Ads,CAMP036,Godrej Riverine,Site Visit Scheduled,2,Yes,EXEC03
LEAD00914,CUST00597,2026-10-15,Channel Partner,,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC08
LEAD00915,CUST00598,2025-09-30,Instagram,CAMP106,Godrej Riverine,Qualified,9,Yes,EXEC26
LEAD00916,CUST00598,2025-10-16,Channel Partner,,Godrej Riverine,Not Interested / Lost,2,Yes,EXEC15
LEAD00917,CUST00598,2026-03-18,Housing.com,,Godrej Riverine,New,5,Yes,EXEC14
LEAD00918,CUST00599,2024-05-03,Newspaper Insert,CAMP028,Godrej Riverine,Site Visit Scheduled,6,Yes,EXEC12
LEAD00919,CUST00599,2024-06-29,MagicBricks,,Godrej Riverine,Qualified,6,Partial,EXEC19
LEAD00920,CUST00600,2024-02-25,Instagram,CAMP119,Godrej Riverine,Qualified,6,Partial,EXEC24
LEAD00921,CUST00601,2026-02-09,Google Ads,CAMP012,Godrej Riverine,Site Visit Scheduled,5,No,EXEC16
LEAD00922,CUST00601,2026-07-12,Walk-In,,Godrej Riverine,Contacted,5,Yes,EXEC15
LEAD00923,CUST00602,2026-04-28,Google Search,,Godrej Riverine,Contacted,6,Yes,EXEC09
LEAD00924,CUST00602,2026-12-31,Instagram,CAMP089,Godrej Riverine,Not Interested / Lost,7,Yes,EXEC27
LEAD00925,CUST00602,2026-12-31,Referral,,Godrej Riverine,Not Interested / Lost,1,Partial,EXEC02
LEAD00926,CUST00603,2026-08-17,Google Ads,CAMP024,Godrej Riverine,New,5,Yes,EXEC30
LEAD00927,CUST00603,2026-12-31,Google Ads,CAMP127,Godrej Riverine,Qualified,7,Yes,EXEC02
LEAD00928,CUST00604,2025-09-26,Google Search,,Godrej Riverine,Contacted,6,Yes,EXEC28
LEAD00929,CUST00604,2026-02-27,Referral,,Godrej Riverine,Contacted,3,Yes,EXEC27
LEAD00930,CUST00605,2026-03-07,Facebook,CAMP049,Godrej Riverine,Contacted,2,Yes,EXEC08
LEAD00931,CUST00606,2026-07-31,MagicBricks,,Godrej Riverine,Qualified,4,Partial,EXEC07
LEAD00932,CUST00607,2025-06-08,Walk-In,,Godrej Riverine,Negotiation,5,No,EXEC10
LEAD00933,CUST00607,2025-12-18,Google Search,,Godrej Riverine,Not Interested / Lost,6,Yes,EXEC01
LEAD00934,CUST00608,2026-04-09,MagicBricks,,Godrej Riverine,Negotiation,1,Yes,EXEC19
LEAD00935,CUST00609,2025-09-06,MagicBricks,,Godrej Riverine,New,1,Yes,EXEC12
LEAD00936,CUST00610,2025-06-27,MagicBricks,,Godrej Riverine,Qualified,3,Yes,EXEC02
LEAD00937,CUST00611,2024-11-05,Google Search,,Godrej Riverine,Site Visit Scheduled,7,Partial,EXEC22
LEAD00938,CUST00612,2026-06-28,Google Ads,CAMP025,Godrej Riverine,Qualified,6,Yes,EXEC10
LEAD00939,CUST00613,2026-11-04,Referral,,Godrej Riverine,Site Visit Scheduled,2,Yes,EXEC30
LEAD00940,CUST00613,2026-12-31,Metro Branding,CAMP116,Godrej Riverine,Qualified,5,Yes,EXEC15
LEAD00941,CUST00613,2026-12-31,Referral,,Godrej Riverine,Not Interested / Lost,5,Yes,EXEC19
LEAD00942,CUST00614,2026-11-03,Referral,,Godrej Riverine,Qualified,7,No,EXEC04
LEAD00943,CUST00615,2024-01-20,Channel Partner,,Godrej Riverine,Contacted,5,No,EXEC26
LEAD00944,CUST00616,2024-02-04,Metro Branding,CAMP076,Godrej Riverine,Not Interested / Lost,2,No,EXEC24
LEAD00945,CUST00617,2024-01-30,Newspaper Insert,CAMP137,Godrej Riverine,Site Visit Scheduled,7,Partial,EXEC19
LEAD00946,CUST00618,2025-06-14,Google Search,,Godrej Riverine,New,5,Partial,EXEC10
LEAD00947,CUST00619,2024-03-23,Instagram,CAMP119,Godrej Riverine,Qualified,9,No,EXEC07
LEAD00948,CUST00620,2026-06-22,LinkedIn,CAMP102,Godrej Riverine,Qualified,6,Partial,EXEC30
LEAD00949,CUST00621,2025-09-16,Referral,,Godrej Riverine,Contacted,6,Partial,EXEC12
LEAD00950,CUST00621,2025-12-07,99acres,,Godrej Riverine,Qualified,10,Yes,EXEC08
LEAD00951,CUST00621,2026-04-21,Channel Partner,,Godrej Riverine,Contacted,3,Yes,EXEC19
LEAD00952,CUST00622,2024-02-05,Facebook,CAMP094,Godrej Riverine,Qualified,6,Partial,EXEC07
LEAD00953,CUST00623,2025-12-25,Google Ads,CAMP036,Godrej Riverine,Qualified,2,Yes,EXEC08
LEAD00954,CUST00624,2026-09-01,Facebook,CAMP031,Godrej Riverine,Qualified,3,Partial,EXEC25
LEAD00955,CUST00625,2025-01-30,Channel Partner,,Godrej Riverine,Contacted,2,No,EXEC22
LEAD00956,CUST00626,2024-04-29,Google Search,,Godrej Riverine,New,5,Partial,EXEC10
LEAD00957,CUST00627,2024-09-26,Google Search,,Godrej Riverine,Not Interested / Lost,4,No,EXEC16
LEAD00958,CUST00627,2025-01-04,Google Ads,CAMP038,Godrej Riverine,Contacted,4,Yes,EXEC15
LEAD00959,CUST00628,2024-03-17,99acres,,Godrej Riverine,Not Interested / Lost,6,Yes,EXEC19
LEAD00960,CUST00628,2024-11-21,Instagram,CAMP143,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC11
LEAD00961,CUST00629,2024-10-28,Google Ads,CAMP075,Godrej Riverine,Not Interested / Lost,9,Partial,EXEC22
LEAD00962,CUST00630,2024-05-18,Metro Branding,CAMP039,Godrej Riverine,Site Visit Scheduled,5,Yes,EXEC25
LEAD00963,CUST00630,2024-08-13,MagicBricks,,Godrej Riverine,Not Interested / Lost,2,Partial,EXEC05
LEAD00964,CUST00630,2024-11-27,Housing.com,,Godrej Riverine,Qualified,8,Yes,EXEC21
LEAD00965,CUST00631,2026-09-04,Channel Partner,,Godrej Riverine,New,3,Partial,EXEC08
LEAD00966,CUST00632,2025-05-16,Instagram,CAMP103,Godrej Riverine,Site Visit Scheduled,6,Partial,EXEC22
LEAD00967,CUST00633,2024-09-02,Google Ads,CAMP090,Godrej Riverine,Not Interested / Lost,6,Partial,EXEC23
LEAD00968,CUST00634,2024-03-04,99acres,,Godrej Riverine,Qualified,7,Yes,EXEC02
LEAD00969,CUST00635,2026-03-24,MagicBricks,,Godrej Riverine,Contacted,7,No,EXEC12
LEAD00970,CUST00636,2025-03-29,Newspaper Insert,CAMP135,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC23
LEAD00971,CUST00637,2024-08-18,Newspaper Insert,CAMP140,Godrej Riverine,Contacted,4,Yes,EXEC09
LEAD00972,CUST00638,2025-07-02,Referral,,Godrej Riverine,Converted,7,Yes,EXEC08
LEAD00973,CUST00639,2025-10-19,MagicBricks,,Godrej Riverine,Qualified,3,Yes,EXEC20
LEAD00974,CUST00639,2026-06-06,Instagram,CAMP136,Godrej Riverine,New,5,Yes,EXEC08
LEAD00975,CUST00640,2025-08-19,Instagram,CAMP095,Godrej Riverine,New,6,Partial,EXEC14
LEAD00976,CUST00641,2025-03-07,LinkedIn,CAMP045,Godrej Riverine,Not Interested / Lost,7,Yes,EXEC18
LEAD00977,CUST00641,2025-05-26,Google Search,,Godrej Riverine,Not Interested / Lost,4,No,EXEC25
LEAD00978,CUST00642,2026-11-30,Facebook,CAMP083,Godrej Riverine,Site Visit Scheduled,8,Yes,EXEC20
LEAD00979,CUST00643,2025-12-15,MagicBricks,,Godrej Riverine,Site Visit Scheduled,8,Yes,EXEC25
LEAD00980,CUST00643,2026-08-20,Referral,,Godrej Riverine,New,6,Partial,EXEC07
LEAD00981,CUST00644,2026-03-27,Housing.com,,Godrej Riverine,Qualified,5,Partial,EXEC10
LEAD00982,CUST00645,2024-03-11,Instagram,CAMP119,Godrej Riverine,Site Visit Scheduled,8,Yes,EXEC03
LEAD00983,CUST00646,2026-06-11,Newspaper Insert,CAMP059,Godrej Riverine,Contacted,3,Partial,EXEC29
LEAD00984,CUST00647,2025-08-23,MagicBricks,,Godrej Riverine,Negotiation,6,Partial,EXEC28
LEAD00985,CUST00648,2025-10-07,Walk-In,,Godrej Riverine,Contacted,2,Yes,EXEC18
LEAD00986,CUST00648,2026-06-24,Google Ads,CAMP118,Godrej Riverine,Contacted,6,Yes,EXEC26
LEAD00987,CUST00649,2024-05-01,Channel Partner,,Godrej Riverine,Site Visit Scheduled,6,Partial,EXEC18
LEAD00988,CUST00650,2025-12-23,Google Search,,Godrej Riverine,Not Interested / Lost,2,Partial,EXEC14
LEAD00989,CUST00651,2026-10-10,Metro Branding,CAMP116,Godrej Riverine,Contacted,6,No,EXEC18
LEAD00990,CUST00652,2026-09-06,Google Search,,Godrej Riverine,Not Interested / Lost,6,Partial,EXEC18
LEAD00991,CUST00652,2026-12-31,Google Ads,CAMP097,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC19
LEAD00992,CUST00653,2025-04-07,Walk-In,,Godrej Riverine,Contacted,2,Yes,EXEC01
LEAD00993,CUST00654,2024-05-23,Metro Branding,CAMP039,Godrej Riverine,New,1,Partial,EXEC25
LEAD00994,CUST00655,2025-06-21,Channel Partner,,Godrej Riverine,Contacted,4,Yes,EXEC09
LEAD00995,CUST00656,2026-06-23,Google Search,,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC16
LEAD00996,CUST00657,2025-06-18,Referral,,Godrej Riverine,New,3,Partial,EXEC03
LEAD00997,CUST00658,2025-06-03,Google Search,,Godrej Riverine,Contacted,3,Partial,EXEC09
LEAD00998,CUST00658,2025-08-19,99acres,,Godrej Riverine,Qualified,6,Partial,EXEC09
LEAD00999,CUST00659,2024-07-16,LinkedIn,CAMP125,Godrej Riverine,Not Interested / Lost,6,Partial,EXEC18
LEAD01000,CUST00660,2025-04-06,Google Ads,CAMP075,Godrej Riverine,Not Interested / Lost,2,No,EXEC01
LEAD01001,CUST00661,2026-03-28,Facebook,CAMP029,Godrej Riverine,Converted,8,Yes,EXEC15
LEAD01002,CUST00662,2024-10-28,Google Ads,CAMP036,Godrej Riverine,Site Visit Scheduled,10,Partial,EXEC14
LEAD01003,CUST00663,2024-07-10,Google Ads,CAMP090,Godrej Riverine,Qualified,5,Yes,EXEC07
LEAD01004,CUST00664,2024-11-25,Google Ads,CAMP007,Godrej Riverine,Contacted,4,Yes,EXEC28
LEAD01005,CUST00664,2025-01-22,Google Search,,Godrej Riverine,Contacted,7,No,EXEC03
LEAD01006,CUST00665,2026-12-14,Instagram,CAMP089,Godrej Riverine,Qualified,7,Partial,EXEC21
LEAD01007,CUST00666,2024-08-12,99acres,,Godrej Riverine,Site Visit Scheduled,5,Partial,EXEC16
LEAD01008,CUST00666,2024-08-28,MagicBricks,,Godrej Riverine,Not Interested / Lost,3,No,EXEC14
LEAD01009,CUST00667,2024-01-30,Referral,,Godrej Riverine,Contacted,6,Yes,EXEC15
LEAD01010,CUST00668,2026-02-02,Referral,,Godrej Riverine,Site Visit Scheduled,7,Yes,EXEC26
LEAD01011,CUST00668,2026-02-20,LinkedIn,CAMP063,Godrej Riverine,Contacted,7,Yes,EXEC30
LEAD01012,CUST00669,2026-12-05,Housing.com,,Godrej Riverine,Converted,7,Partial,EXEC30
LEAD01013,CUST00670,2026-05-04,Google Ads,CAMP064,Godrej Riverine,Not Interested / Lost,6,Yes,EXEC08
LEAD01014,CUST00670,2026-12-06,Google Ads,CAMP041,Godrej Riverine,Qualified,4,Yes,EXEC07
LEAD01015,CUST00671,2024-05-02,Google Ads,CAMP091,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC24
LEAD01016,CUST00672,2026-01-09,Google Search,,Godrej Riverine,Not Interested / Lost,2,Yes,EXEC03
LEAD01017,CUST00673,2025-10-02,99acres,,Godrej Riverine,New,2,No,EXEC02
LEAD01018,CUST00674,2025-04-25,Channel Partner,,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC01
LEAD01019,CUST00674,2025-08-26,Google Search,,Godrej Riverine,Qualified,6,Yes,EXEC10
LEAD01020,CUST00674,2025-12-16,Google Ads,CAMP036,Godrej Riverine,Not Interested / Lost,6,Yes,EXEC23
LEAD01021,CUST00675,2024-03-01,Google Search,,Godrej Riverine,Not Interested / Lost,2,Yes,EXEC16
LEAD01022,CUST00676,2025-09-06,99acres,,Godrej Riverine,Not Interested / Lost,5,No,EXEC08
LEAD01023,CUST00677,2026-05-18,Facebook,CAMP026,Godrej Riverine,Contacted,1,Yes,EXEC07
LEAD01024,CUST00678,2026-08-21,99acres,,Godrej Riverine,Contacted,3,Yes,EXEC11
LEAD01025,CUST00678,2026-12-31,Referral,,Godrej Riverine,Qualified,4,Partial,EXEC16
LEAD01026,CUST00678,2026-12-31,Google Ads,CAMP100,Godrej Riverine,Site Visit Scheduled,8,Yes,EXEC12
LEAD01027,CUST00678,2026-12-31,MagicBricks,,Godrej Riverine,Qualified,6,Yes,EXEC16
LEAD01028,CUST00678,2026-12-31,Channel Partner,,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC06
LEAD01029,CUST00679,2026-09-13,Walk-In,,Godrej Riverine,Contacted,1,Yes,EXEC27
LEAD01030,CUST00679,2026-12-10,Housing.com,,Godrej Riverine,Qualified,4,Yes,EXEC16
LEAD01031,CUST00680,2026-02-05,Referral,,Godrej Riverine,Not Interested / Lost,6,No,EXEC01
LEAD01032,CUST00681,2025-04-20,Facebook,CAMP016,Godrej Riverine,Not Interested / Lost,6,Yes,EXEC23
LEAD01033,CUST00681,2026-02-12,Google Ads,CAMP099,Godrej Riverine,New,7,Yes,EXEC30
LEAD01034,CUST00682,2024-03-07,Google Ads,CAMP053,Godrej Riverine,Not Interested / Lost,5,Yes,EXEC07
LEAD01035,CUST00683,2025-03-07,Housing.com,,Godrej Riverine,Contacted,5,Partial,EXEC05
LEAD01036,CUST00683,2025-11-12,Walk-In,,Godrej Riverine,Converted,7,Yes,EXEC27
LEAD01037,CUST00683,2026-08-13,Referral,,Godrej Riverine,New,8,Yes,EXEC21
LEAD01038,CUST00684,2024-03-01,Referral,,Godrej Riverine,Qualified,5,Partial,EXEC14
LEAD01039,CUST00684,2024-07-26,Housing.com,,Godrej Riverine,Qualified,7,Partial,EXEC11
LEAD01040,CUST00684,2025-03-14,Google Search,,Godrej Riverine,Contacted,7,Partial,EXEC23
LEAD01041,CUST00685,2026-12-01,LinkedIn,CAMP035,Godrej Riverine,Qualified,6,Partial,EXEC28
LEAD01042,CUST00686,2026-08-16,Housing.com,,Godrej Riverine,Qualified,5,Yes,EXEC10
LEAD01043,CUST00687,2026-01-12,Google Ads,CAMP036,Godrej Riverine,New,7,Yes,EXEC05
LEAD01044,CUST00688,2026-09-14,99acres,,Godrej Riverine,Not Interested / Lost,2,Yes,EXEC03
LEAD01045,CUST00689,2024-10-17,99acres,,Godrej Riverine,New,5,No,EXEC01
LEAD01046,CUST00689,2025-04-24,Channel Partner,,Godrej Riverine,Qualified,6,Partial,EXEC15
LEAD01047,CUST00690,2026-05-23,Facebook,CAMP026,Godrej Riverine,Site Visit Scheduled,5,No,EXEC29
LEAD01048,CUST00691,2025-04-14,Facebook,CAMP016,Godrej Riverine,Contacted,4,No,EXEC06
LEAD01049,CUST00692,2026-05-07,LinkedIn,CAMP102,Godrej Riverine,Converted,8,Partial,EXEC16
LEAD01050,CUST00692,2026-12-31,Channel Partner,,Godrej Riverine,Contacted,7,Partial,EXEC21
LEAD01051,CUST00692,2026-12-31,Housing.com,,Godrej Riverine,Qualified,4,Partial,EXEC29
LEAD01052,CUST00692,2026-12-31,Walk-In,,Godrej Riverine,Qualified,6,No,EXEC28
LEAD01053,CUST00693,2024-05-08,Google Ads,CAMP126,Godrej Riverine,Qualified,4,Yes,EXEC25
LEAD01054,CUST00693,2024-08-29,Google Ads,CAMP090,Godrej Riverine,Site Visit Scheduled,4,Yes,EXEC17
LEAD01055,CUST00693,2025-05-15,Google Search,,Godrej Riverine,Contacted,8,Yes,EXEC16
LEAD01056,CUST00694,2026-12-30,Google Search,,Godrej Riverine,New,2,Partial,EXEC16
LEAD01057,CUST00695,2024-12-15,Facebook,CAMP132,Godrej Riverine,New,2,No,EXEC10
LEAD01058,CUST00696,2026-07-09,Walk-In,,Godrej Riverine,Qualified,4,Partial,EXEC17
LEAD01059,CUST00697,2025-03-10,Channel Partner,,Godrej Riverine,Contacted,3,Partial,EXEC17
LEAD01060,CUST00697,2025-11-27,Metro Branding,CAMP046,Godrej Riverine,Not Interested / Lost,8,Yes,EXEC06
LEAD01061,CUST00697,2025-12-28,Google Search,,Godrej Riverine,Contacted,3,Partial,EXEC02
LEAD01062,CUST00698,2024-05-30,Instagram,CAMP093,Godrej Riverine,Negotiation,4,Yes,EXEC08
LEAD01063,CUST00699,2025-10-13,Housing.com,,Godrej Riverine,New,4,No,EXEC17
LEAD01064,CUST00699,2026-01-18,Google Ads,CAMP013,Godrej Riverine,Site Visit Scheduled,5,No,EXEC07
LEAD01065,CUST00699,2026-09-21,Channel Partner,,Godrej Riverine,Contacted,4,No,EXEC06
LEAD01066,CUST00700,2026-03-28,Walk-In,,Godrej Riverine,Converted,9,Partial,EXEC28
LEAD01067,CUST00701,2026-01-20,MagicBricks,,Godrej Riverine,Not Interested / Lost,4,No,EXEC06
LEAD01068,CUST00701,2026-04-06,Instagram,CAMP054,Godrej Riverine,Contacted,7,Partial,EXEC23
LEAD01069,CUST00702,2024-08-30,99acres,,Godrej Riverine,Contacted,4,Yes,EXEC17
LEAD01070,CUST00702,2025-02-12,Housing.com,,Godrej Riverine,Converted,10,Partial,EXEC02
LEAD01071,CUST00703,2025-08-21,Google Ads,CAMP121,Godrej Riverine,Qualified,5,Partial,EXEC03
LEAD01072,CUST00703,2026-04-30,99acres,,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC29
LEAD01073,CUST00703,2026-12-14,Walk-In,,Godrej Riverine,New,5,Partial,EXEC06
LEAD01074,CUST00704,2024-03-21,Google Search,,Godrej Riverine,Site Visit Scheduled,10,Yes,EXEC27
LEAD01075,CUST00705,2026-11-20,Google Ads,CAMP081,Godrej Riverine,Contacted,5,Yes,EXEC06
LEAD01076,CUST00706,2025-10-19,MagicBricks,,Godrej Riverine,Converted,9,Partial,EXEC20
LEAD01077,CUST00707,2025-09-03,Instagram,CAMP088,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC15
LEAD01078,CUST00708,2024-02-11,Google Search,,Godrej Riverine,New,5,Partial,EXEC25
LEAD01079,CUST00709,2026-02-02,Newspaper Insert,CAMP017,Godrej Riverine,Qualified,5,Yes,EXEC15
LEAD01080,CUST00710,2025-10-28,Referral,,Godrej Riverine,Contacted,1,No,EXEC01
LEAD01081,CUST00710,2025-12-07,99acres,,Godrej Riverine,Not Interested / Lost,1,No,EXEC13
LEAD01082,CUST00711,2024-05-05,Metro Branding,CAMP120,Godrej Riverine,Negotiation,5,Partial,EXEC19
LEAD01083,CUST00712,2026-06-03,Channel Partner,,Godrej Riverine,Not Interested / Lost,5,Yes,EXEC24
LEAD01084,CUST00713,2025-01-21,Channel Partner,,Godrej Riverine,Contacted,4,Partial,EXEC15
LEAD01085,CUST00714,2025-05-14,Google Ads,CAMP021,Godrej Riverine,Qualified,6,No,EXEC07
LEAD01086,CUST00715,2025-06-11,Instagram,CAMP143,Godrej Riverine,Contacted,2,Partial,EXEC04
LEAD01087,CUST00716,2025-04-02,Channel Partner,,Godrej Riverine,New,5,Yes,EXEC14
LEAD01088,CUST00716,2025-07-31,Instagram,CAMP143,Godrej Riverine,Converted,9,Yes,EXEC05
LEAD01089,CUST00716,2026-03-21,Metro Branding,CAMP008,Godrej Riverine,Site Visit Scheduled,6,Partial,EXEC22
LEAD01090,CUST00717,2026-01-03,Google Ads,CAMP036,Godrej Riverine,New,1,Partial,EXEC01
LEAD01091,CUST00718,2024-06-24,Referral,,Godrej Riverine,New,3,Partial,EXEC06
LEAD01092,CUST00718,2024-11-30,Facebook,CAMP149,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC21
LEAD01093,CUST00718,2025-01-28,99acres,,Godrej Riverine,Site Visit Scheduled,6,No,EXEC21
LEAD01094,CUST00718,2025-07-15,Instagram,CAMP143,Godrej Riverine,New,2,No,EXEC09
LEAD01095,CUST00718,2026-02-17,Walk-In,,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC15
LEAD01096,CUST00719,2025-06-30,Instagram,CAMP143,Godrej Riverine,Contacted,6,Yes,EXEC11
LEAD01097,CUST00719,2025-08-19,Facebook,CAMP110,Godrej Riverine,Not Interested / Lost,7,Partial,EXEC04
LEAD01098,CUST00720,2025-07-19,Google Search,,Godrej Riverine,New,6,No,EXEC17
LEAD01099,CUST00721,2024-05-15,Housing.com,,Godrej Riverine,New,7,Yes,EXEC15
LEAD01100,CUST00722,2024-06-02,Channel Partner,,Godrej Riverine,New,6,Yes,EXEC19
LEAD01101,CUST00723,2024-09-11,Facebook,CAMP043,Godrej Riverine,Converted,7,Yes,EXEC04
LEAD01102,CUST00723,2024-12-27,Google Search,,Godrej Riverine,Contacted,5,Yes,EXEC12
LEAD01103,CUST00724,2025-12-25,Referral,,Godrej Riverine,Site Visit Scheduled,3,Yes,EXEC15
LEAD01104,CUST00725,2025-12-08,Google Ads,CAMP036,Godrej Riverine,New,4,Yes,EXEC18
LEAD01105,CUST00726,2025-05-10,Housing.com,,Godrej Riverine,Contacted,4,No,EXEC17
LEAD01106,CUST00726,2025-10-18,Facebook,CAMP030,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC01
LEAD01107,CUST00726,2026-02-21,Facebook,CAMP029,Godrej Riverine,Contacted,5,No,EXEC01
LEAD01108,CUST00727,2026-03-21,Instagram,CAMP065,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC14
LEAD01109,CUST00727,2026-04-26,Referral,,Godrej Riverine,Qualified,2,Yes,EXEC26
LEAD01110,CUST00728,2026-02-24,Metro Branding,CAMP141,Godrej Riverine,New,3,Yes,EXEC21
LEAD01111,CUST00729,2026-09-12,Google Ads,CAMP024,Godrej Riverine,Contacted,3,Yes,EXEC11
LEAD01112,CUST00729,2026-12-31,Referral,,Godrej Riverine,New,4,Yes,EXEC30
LEAD01113,CUST00730,2024-11-18,Google Ads,CAMP038,Godrej Riverine,New,4,Yes,EXEC19
LEAD01114,CUST00731,2025-12-04,Instagram,CAMP106,Godrej Riverine,Not Interested / Lost,5,Partial,EXEC20
LEAD01115,CUST00732,2025-04-19,Housing.com,,Godrej Riverine,Contacted,7,Partial,EXEC06
LEAD01116,CUST00733,2025-10-27,MagicBricks,,Godrej Riverine,Qualified,5,Yes,EXEC25
LEAD01117,CUST00734,2025-07-20,Instagram,CAMP143,Godrej Riverine,New,5,Partial,EXEC12
LEAD01118,CUST00734,2025-12-12,Google Ads,CAMP036,Godrej Riverine,New,6,Yes,EXEC28
LEAD01119,CUST00734,2026-07-30,Housing.com,,Godrej Riverine,Not Interested / Lost,7,Partial,EXEC25
LEAD01120,CUST00735,2024-07-27,99acres,,Godrej Riverine,New,5,Yes,EXEC13
LEAD01121,CUST00736,2025-05-23,LinkedIn,CAMP035,Godrej Riverine,Not Interested / Lost,6,Partial,EXEC04
LEAD01122,CUST00737,2025-05-12,Channel Partner,,Godrej Riverine,Contacted,5,Yes,EXEC12
LEAD01123,CUST00737,2025-08-29,Google Ads,CAMP100,Godrej Riverine,Contacted,5,No,EXEC26
LEAD01124,CUST00738,2026-01-10,Newspaper Insert,CAMP137,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC07
LEAD01125,CUST00739,2026-02-17,Google Search,,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC04
LEAD01126,CUST00740,2026-04-07,Housing.com,,Godrej Riverine,Qualified,1,Partial,EXEC15
LEAD01127,CUST00741,2026-01-15,LinkedIn,CAMP063,Godrej Riverine,Negotiation,1,Yes,EXEC24
LEAD01128,CUST00742,2024-02-12,Google Ads,CAMP053,Godrej Riverine,Qualified,3,Yes,EXEC20
LEAD01129,CUST00743,2025-03-14,Referral,,Godrej Riverine,Site Visit Scheduled,5,No,EXEC20
LEAD01130,CUST00743,2025-06-04,Google Ads,CAMP021,Godrej Riverine,Not Interested / Lost,2,Partial,EXEC24
LEAD01131,CUST00744,2025-11-02,Newspaper Insert,CAMP101,Godrej Riverine,Converted,8,Partial,EXEC04
LEAD01132,CUST00744,2025-12-10,Google Ads,CAMP036,Godrej Riverine,Qualified,5,Yes,EXEC28
LEAD01133,CUST00745,2026-07-08,Referral,,Godrej Riverine,Qualified,2,Partial,EXEC10
LEAD01134,CUST00746,2025-12-15,Google Ads,CAMP036,Godrej Riverine,New,4,Yes,EXEC09
LEAD01135,CUST00747,2024-05-26,Newspaper Insert,CAMP028,Godrej Riverine,Converted,7,No,EXEC11
LEAD01136,CUST00748,2026-02-13,99acres,,Godrej Riverine,Negotiation,5,Partial,EXEC22
LEAD01137,CUST00749,2026-04-16,Housing.com,,Godrej Riverine,Negotiation,6,Yes,EXEC11
LEAD01138,CUST00750,2026-12-09,Google Ads,CAMP004,Godrej Riverine,Converted,8,Yes,EXEC04
LEAD01139,CUST00750,2026-12-31,LinkedIn,CAMP062,Godrej Riverine,Contacted,5,Partial,EXEC04
LEAD01140,CUST00750,2026-12-31,Facebook,CAMP026,Godrej Riverine,Not Interested / Lost,7,Partial,EXEC25
LEAD01141,CUST00750,2026-12-31,Facebook,CAMP107,Godrej Riverine,Not Interested / Lost,1,No,EXEC05
LEAD01142,CUST00751,2026-08-29,Instagram,CAMP011,Godrej Riverine,Site Visit Scheduled,5,No,EXEC21
LEAD01143,CUST00752,2026-12-08,Google Search,,Godrej Riverine,Not Interested / Lost,2,Partial,EXEC09
LEAD01144,CUST00753,2025-03-18,Metro Branding,CAMP111,Godrej Riverine,Qualified,3,Yes,EXEC03
LEAD01145,CUST00754,2024-06-08,Google Search,,Godrej Riverine,Negotiation,6,Partial,EXEC22
LEAD01146,CUST00755,2026-10-24,Metro Branding,CAMP039,Godrej Riverine,Converted,8,Yes,EXEC28
LEAD01147,CUST00755,2026-12-31,Instagram,CAMP098,Godrej Riverine,Not Interested / Lost,1,Yes,EXEC24
LEAD01148,CUST00756,2025-12-20,Google Search,,Godrej Riverine,Not Interested / Lost,1,Yes,EXEC22
LEAD01149,CUST00757,2026-09-16,Google Search,,Godrej Riverine,Converted,9,Partial,EXEC19
LEAD01150,CUST00758,2024-04-13,Facebook,CAMP060,Godrej Riverine,Contacted,5,No,EXEC25
LEAD01151,CUST00759,2026-06-23,Referral,,Godrej Riverine,Contacted,5,No,EXEC06
LEAD01152,CUST00760,2024-11-26,99acres,,Godrej Riverine,Converted,7,Yes,EXEC30
