Survey_ID,Lead_ID,Trust_Score,FOMO_Score,Luxury_Score,Investment_Score,Price_Sensitivity,Transparency_Rating,Booking_Decision
SURV02560,LEAD04299,5,5,2,1,7,5,No
SURV02561,LEAD04299,7,7,3,3,6,6,No
SURV02562,LEAD04300,9,6,2,7,9,9,No
SURV02563,LEAD04300,8,9,2,8,6,7,Yes
SURV02564,LEAD04303,6,5,5,7,5,5,No
SURV02565,LEAD04305,5,5,3,9,5,6,No
SURV02566,LEAD04307,9,6,3,7,4,9,Yes
SURV02567,LEAD04309,5,1,3,5,8,5,No
SURV02568,LEAD04310,5,4,2,8,3,6,No
SURV02569,LEAD04313,7,7,5,4,5,7,Yes
SURV02570,LEAD04313,10,9,8,2,4,10,Yes
SURV02571,LEAD04314,5,6,4,7,6,7,No
SURV02572,LEAD04316,6,6,4,9,5,7,No
SURV02573,LEAD04320,8,5,3,5,7,8,No
SURV02574,LEAD04320,7,7,1,3,5,8,No
SURV02575,LEAD04320,9,6,1,3,3,9,No
SURV02576,LEAD04326,5,7,2,7,7,4,No
SURV02577,LEAD04328,7,5,5,4,3,7,No
SURV02578,LEAD04331,6,7,6,5,5,6,No
SURV02579,LEAD04332,6,4,2,6,5,6,No
SURV02580,LEAD04334,8,8,1,4,7,9,Yes
SURV02581,LEAD04334,10,8,1,4,8,10,Yes
SURV02582,LEAD04340,4,5,3,9,7,3,No
SURV02583,LEAD04340,5,4,5,6,7,4,No
SURV02584,LEAD04340,5,7,3,5,9,5,No
SURV02585,LEAD04341,8,6,5,4,4,6,Yes
SURV02586,LEAD04341,9,6,4,1,7,10,No
SURV02587,LEAD04343,8,6,3,6,3,8,No
SURV02588,LEAD04343,9,5,6,7,4,9,Yes
SURV02589,LEAD04355,8,8,1,5,7,7,No
SURV02590,LEAD04355,6,7,1,4,10,7,Yes
SURV02591,LEAD04356,4,7,1,7,9,3,No
SURV02592,LEAD04356,6,4,1,8,5,6,No
SURV02593,LEAD04359,7,8,5,6,6,7,No
SURV02594,LEAD04359,7,9,9,8,6,6,No
SURV02595,LEAD04365,6,3,4,4,6,7,No
SURV02596,LEAD04365,9,7,2,5,5,8,No
SURV02597,LEAD04365,8,5,3,4,6,10,No
SURV02598,LEAD04370,9,7,5,4,4,9,Yes
SURV02599,LEAD04372,8,6,5,4,4,9,No
SURV02600,LEAD04372,8,6,5,3,4,10,Yes
SURV02601,LEAD04373,7,8,5,7,7,5,No
SURV02602,LEAD04374,5,7,4,3,8,5,No
SURV02603,LEAD04375,5,6,3,4,5,5,No
SURV02604,LEAD04375,6,4,4,4,6,5,No
SURV02605,LEAD04376,8,9,6,8,4,9,Yes
SURV02606,LEAD04378,9,6,3,4,6,9,No
SURV02607,LEAD04378,8,6,5,2,6,8,Yes
SURV02608,LEAD04378,8,5,3,3,6,9,Yes
SURV02609,LEAD04379,5,4,2,5,4,5,No
SURV02610,LEAD04381,5,8,5,9,6,4,No
SURV02611,LEAD04385,4,4,4,7,7,5,No
SURV02612,LEAD04386,6,6,3,3,5,7,No
SURV02613,LEAD04393,8,4,1,3,8,8,Yes
SURV02614,LEAD04394,5,4,2,4,7,6,No
SURV02615,LEAD04395,7,7,4,6,4,6,No
SURV02616,LEAD04395,6,4,5,8,6,6,No
SURV02617,LEAD04399,6,8,3,10,5,5,No
SURV02618,LEAD04399,6,7,4,9,5,6,No
SURV02619,LEAD04400,7,7,3,4,6,8,No
SURV02620,LEAD04400,10,8,1,4,6,10,No
SURV02621,LEAD04400,8,7,2,7,5,7,No
SURV02622,LEAD04404,7,5,4,6,6,8,No
SURV02623,LEAD04406,9,8,4,5,6,9,No
SURV02624,LEAD04409,7,7,1,4,8,7,No
SURV02625,LEAD04410,5,5,1,8,6,6,No
SURV02626,LEAD04410,5,5,3,10,4,4,No
SURV02627,LEAD04411,6,6,6,8,7,5,No
SURV02628,LEAD04417,6,7,6,3,4,7,No
SURV02629,LEAD04417,5,5,7,1,5,4,No
SURV02630,LEAD04420,10,8,7,9,5,10,Yes
SURV02631,LEAD04424,6,6,5,6,8,6,No
SURV02632,LEAD04425,8,7,3,7,8,8,No
SURV02633,LEAD04426,6,5,1,8,4,6,No
SURV02634,LEAD04427,4,7,4,10,2,5,No
SURV02635,LEAD04430,5,4,6,5,6,5,No
SURV02636,LEAD04431,8,10,6,2,6,9,Yes
SURV02637,LEAD04437,6,4,1,4,7,5,No
SURV02638,LEAD04443,8,5,1,5,5,7,No
SURV02639,LEAD04444,9,6,5,4,5,8,Yes
SURV02640,LEAD04444,8,7,6,3,6,7,Yes
SURV02641,LEAD04449,6,8,6,9,6,6,Yes
SURV02642,LEAD04449,8,8,1,9,6,7,Yes
SURV02643,LEAD04455,5,5,4,2,3,4,Yes
SURV02644,LEAD04457,5,4,2,3,7,4,No
SURV02645,LEAD04460,10,5,6,8,5,10,Yes
SURV02646,LEAD04460,10,9,5,8,6,10,No
SURV02647,LEAD04460,6,7,6,7,4,4,Yes
SURV02648,LEAD04461,7,6,1,3,4,8,No
SURV02649,LEAD04464,7,6,5,7,2,6,Yes
SURV02650,LEAD04465,6,7,1,6,6,5,No
SURV02651,LEAD04471,5,5,6,7,6,6,No
SURV02652,LEAD04474,10,8,3,4,6,10,Yes
SURV02653,LEAD04474,8,9,5,2,6,9,No
SURV02654,LEAD04475,5,3,4,2,6,5,No
SURV02655,LEAD04478,7,4,4,4,3,7,No
SURV02656,LEAD04478,9,4,4,5,6,8,No
SURV02657,LEAD04485,6,3,6,6,7,5,No
SURV02658,LEAD04487,8,8,3,8,7,7,No
SURV02659,LEAD04489,8,6,2,3,8,8,No
SURV02660,LEAD04490,3,7,3,7,5,4,No
SURV02661,LEAD04491,6,5,1,5,6,8,No
SURV02662,LEAD04493,9,7,2,7,7,9,Yes
SURV02663,LEAD04493,8,10,3,10,5,8,Yes
SURV02664,LEAD04494,6,7,3,7,8,7,No
SURV02665,LEAD04496,6,3,3,7,9,5,No
SURV02666,LEAD04501,7,5,6,3,4,10,No
SURV02667,LEAD04502,7,8,2,4,6,8,No
SURV02668,LEAD04502,8,4,4,1,7,8,No
SURV02669,LEAD04503,9,6,4,5,5,10,No
SURV02670,LEAD04504,4,6,4,2,8,6,No
SURV02671,LEAD04513,7,8,5,3,5,7,No
SURV02672,LEAD04513,9,3,5,4,6,10,Yes
SURV02673,LEAD04513,9,7,3,3,3,9,Yes
SURV02674,LEAD04515,6,6,5,7,6,6,Yes
SURV02675,LEAD04515,8,7,5,6,9,6,Yes
SURV02676,LEAD04516,7,6,2,9,6,6,Yes
SURV02677,LEAD04517,7,8,5,4,7,7,No
SURV02678,LEAD04520,7,4,4,9,3,6,No
SURV02679,LEAD04520,9,4,6,7,6,9,Yes
SURV02680,LEAD04523,6,6,4,8,5,8,No
SURV02681,LEAD04525,7,5,3,3,5,6,No
SURV02682,LEAD04526,7,7,4,8,5,7,No
SURV02683,LEAD04526,7,5,4,9,8,6,Yes
SURV02684,LEAD04534,8,9,6,2,6,8,No
SURV02685,LEAD04535,6,5,1,8,6,4,No
SURV02686,LEAD04536,7,7,3,1,4,7,No
SURV02687,LEAD04536,10,5,4,4,6,10,No
SURV02688,LEAD04539,6,5,3,6,8,5,No
SURV02689,LEAD04542,6,4,2,1,5,4,No
SURV02690,LEAD04543,7,6,4,3,5,7,Yes
SURV02691,LEAD04544,6,4,1,7,8,7,No
SURV02692,LEAD04547,5,6,4,9,7,6,No
SURV02693,LEAD04549,9,8,1,3,5,8,Yes
SURV02694,LEAD04549,7,5,2,4,6,7,Yes
SURV02695,LEAD04556,8,8,4,8,3,9,No
SURV02696,LEAD04556,9,4,4,7,6,9,No
SURV02697,LEAD04561,9,8,5,3,4,10,No
SURV02698,LEAD04561,9,5,6,7,7,9,Yes
SURV02699,LEAD04564,4,7,2,4,8,4,No
SURV02700,LEAD04568,5,2,4,3,4,5,No
SURV02701,LEAD04569,7,4,3,6,4,10,No
SURV02702,LEAD04570,8,7,6,8,5,8,Yes
SURV02703,LEAD04570,10,7,5,7,3,10,Yes
SURV02704,LEAD04575,8,7,4,9,4,7,No
SURV02705,LEAD04576,7,8,6,10,3,4,Yes
SURV02706,LEAD04575,7,7,4,6,3,7,No
SURV02707,LEAD04579,7,4,3,3,4,7,No
SURV02708,LEAD04581,8,7,1,8,4,8,No
SURV02709,LEAD04581,6,9,1,7,5,6,No
SURV02710,LEAD04586,8,5,4,3,5,9,No
SURV02711,LEAD04587,7,4,6,9,5,7,No
SURV02712,LEAD04587,5,3,6,4,5,5,No
SURV02713,LEAD04588,7,4,4,5,7,6,No
SURV02714,LEAD04592,8,6,3,1,6,7,No
SURV02715,LEAD04594,7,6,3,8,6,7,No
SURV02716,LEAD04601,8,7,2,4,8,8,No
SURV02717,LEAD04601,4,3,2,2,5,2,No
SURV02718,LEAD04603,8,3,4,6,2,8,No
SURV02719,LEAD04605,6,8,1,5,5,5,No
SURV02720,LEAD04611,9,6,5,8,6,10,No
SURV02721,LEAD04611,9,9,4,9,6,9,Yes
SURV02722,LEAD04614,6,8,4,10,7,5,No
SURV02723,LEAD04614,7,3,3,7,5,6,No
SURV02724,LEAD04621,8,7,3,4,8,8,Yes
SURV02725,LEAD04623,9,7,1,3,4,8,No
SURV02726,LEAD04625,5,6,7,1,7,5,No
SURV02727,LEAD04625,7,7,6,3,5,7,No
SURV02728,LEAD04628,9,4,7,3,7,10,No
SURV02729,LEAD04628,5,6,7,4,7,6,No
SURV02730,LEAD04629,7,7,4,6,7,7,No
SURV02731,LEAD04629,9,7,5,6,4,10,Yes
SURV02732,LEAD04630,6,6,4,4,5,5,No
SURV02733,LEAD04632,6,5,1,10,4,7,No
SURV02734,LEAD04633,4,4,2,4,7,4,No
SURV02735,LEAD04634,7,4,4,9,5,8,No
SURV02736,LEAD04634,4,6,6,9,4,4,No
SURV02737,LEAD04634,4,6,5,8,6,2,No
SURV02738,LEAD04641,6,5,3,2,6,8,No
SURV02739,LEAD04642,8,6,1,2,6,9,No
SURV02740,LEAD04645,6,6,6,5,5,6,No
SURV02741,LEAD04646,6,7,5,3,6,4,No
SURV02742,LEAD04650,9,6,7,4,4,9,Yes
SURV02743,LEAD04650,8,8,4,2,5,7,Yes
SURV02744,LEAD04651,7,9,4,5,4,9,No
SURV02745,LEAD04653,10,4,4,6,4,10,Yes
SURV02746,LEAD04654,4,5,5,7,7,5,No
SURV02747,LEAD04655,6,5,5,8,6,8,No
SURV02748,LEAD04654,7,5,3,9,4,8,No
SURV02749,LEAD04658,6,3,5,1,4,5,No
SURV02750,LEAD04664,6,5,5,6,6,7,No
SURV02751,LEAD04664,6,7,4,4,8,7,No
SURV02752,LEAD04664,7,7,6,4,6,7,No
SURV02753,LEAD04670,7,5,4,4,5,6,Yes
SURV02754,LEAD04670,7,7,4,7,4,5,No
SURV02755,LEAD04670,7,4,3,7,5,7,No
SURV02756,LEAD04671,8,10,3,9,5,10,Yes
SURV02757,LEAD04673,7,2,6,7,4,6,No
SURV02758,LEAD04674,9,5,4,6,7,10,No
SURV02759,LEAD04674,8,6,2,5,6,6,Yes
SURV02760,LEAD04675,5,7,2,3,5,6,No
SURV02761,LEAD04676,5,5,6,3,5,6,No
SURV02762,LEAD04678,10,5,2,4,6,9,Yes
SURV02763,LEAD04678,8,6,2,4,6,9,Yes
SURV02764,LEAD04678,10,8,4,5,6,10,Yes
SURV02765,LEAD04680,6,4,8,7,2,5,No
SURV02766,LEAD04682,4,6,5,7,4,5,No
SURV02767,LEAD04683,6,6,2,6,6,6,No
SURV02768,LEAD04684,6,6,4,7,5,6,No
SURV02769,LEAD04686,6,5,2,7,6,5,No
SURV02770,LEAD04687,8,6,2,7,4,9,No
SURV02771,LEAD04687,9,5,2,6,6,7,Yes
SURV02772,LEAD04688,10,5,4,4,5,10,Yes
SURV02773,LEAD04689,6,9,3,6,7,6,No
SURV02774,LEAD04690,7,1,4,3,6,7,No
SURV02775,LEAD04691,8,7,2,5,4,10,Yes
SURV02776,LEAD04692,5,5,6,6,8,5,No
SURV02777,LEAD04695,5,6,6,8,5,6,No
SURV02778,LEAD04698,4,6,2,8,6,5,No
SURV02779,LEAD04699,8,6,1,9,7,9,No
SURV02780,LEAD04699,9,6,3,7,8,10,No
SURV02781,LEAD04700,8,10,5,9,6,8,No
SURV02782,LEAD04703,7,8,5,5,5,9,Yes
SURV02783,LEAD04703,8,3,5,5,4,9,Yes
SURV02784,LEAD04703,7,5,5,3,4,8,No
SURV02785,LEAD04704,8,7,5,5,7,8,Yes
SURV02786,LEAD04705,10,5,3,5,4,9,Yes
SURV02787,LEAD04706,5,5,3,9,5,4,No
SURV02788,LEAD04707,4,7,4,5,7,3,No
SURV02789,LEAD04711,6,2,3,3,7,5,No
SURV02790,LEAD04712,10,6,5,1,6,10,Yes
SURV02791,LEAD04714,7,1,6,2,4,7,No
SURV02792,LEAD04716,6,6,6,6,6,7,No
SURV02793,LEAD04716,7,6,3,9,4,9,Yes
SURV02794,LEAD04716,6,4,1,7,6,7,No
SURV02795,LEAD04717,5,5,3,7,5,4,No
SURV02796,LEAD04719,8,7,2,8,7,9,No
SURV02797,LEAD04721,7,7,2,6,4,7,No
SURV02798,LEAD04721,4,8,1,9,6,4,No
SURV02799,LEAD04730,6,6,2,6,6,5,No
SURV02800,LEAD04730,6,8,4,3,7,8,No
SURV02801,LEAD04731,5,7,8,8,1,5,No
SURV02802,LEAD04733,6,7,3,6,6,6,No
SURV02803,LEAD04734,8,5,2,6,4,8,No
SURV02804,LEAD04736,8,9,1,4,5,9,No
SURV02805,LEAD04740,6,6,5,2,7,6,No
SURV02806,LEAD04742,8,3,6,7,9,9,No
SURV02807,LEAD04742,7,6,4,8,5,9,Yes
SURV02808,LEAD04747,6,7,1,6,7,6,No
SURV02809,LEAD04752,9,7,5,7,7,9,Yes
SURV02810,LEAD04753,10,7,2,8,5,9,Yes
SURV02811,LEAD04759,8,5,5,3,2,8,No
SURV02812,LEAD04760,7,5,3,2,8,8,No
SURV02813,LEAD04760,6,4,3,3,6,6,No
SURV02814,LEAD04760,8,4,3,3,7,7,No
SURV02815,LEAD04762,7,1,5,8,4,8,No
SURV02816,LEAD04771,7,5,4,1,8,8,No
SURV02817,LEAD04771,8,5,3,4,5,8,No
SURV02818,LEAD04772,7,4,1,7,7,8,No
SURV02819,LEAD04776,8,6,3,8,7,7,No
SURV02820,LEAD04776,8,8,4,9,6,8,Yes
SURV02821,LEAD04777,8,3,2,6,7,9,No
SURV02822,LEAD04777,8,4,2,10,5,10,Yes
SURV02823,LEAD04778,6,5,2,3,5,5,No
SURV02824,LEAD04778,10,6,3,3,5,10,No
SURV02825,LEAD04779,6,8,3,6,7,5,No
SURV02826,LEAD04784,5,3,3,7,6,6,No
SURV02827,LEAD04785,4,4,1,10,6,4,No
SURV02828,LEAD04785,4,1,2,6,6,4,No
SURV02829,LEAD04786,7,5,4,10,5,9,No
SURV02830,LEAD04788,6,6,6,6,7,6,No
SURV02831,LEAD04790,7,4,1,4,6,6,No
SURV02832,LEAD04794,8,7,2,4,7,7,No
SURV02833,LEAD04800,5,4,3,6,3,6,No
SURV02834,LEAD04802,7,4,5,2,7,6,No
SURV02835,LEAD04806,7,5,4,8,7,6,No
SURV02836,LEAD04809,7,2,6,3,6,8,No
SURV02837,LEAD04814,9,3,3,4,3,9,No
SURV02838,LEAD04814,9,6,1,1,4,9,No
SURV02839,LEAD04815,7,6,3,8,5,7,No
SURV02840,LEAD04816,6,5,2,5,8,5,No
SURV02841,LEAD04817,8,8,1,7,5,9,No
SURV02842,LEAD04817,9,4,3,9,5,8,No
SURV02843,LEAD04819,7,8,4,7,3,8,Yes
SURV02844,LEAD04824,6,7,5,4,6,8,No
SURV02845,LEAD04824,8,10,3,3,5,7,Yes
SURV02846,LEAD04830,8,8,3,3,5,6,No
SURV02847,LEAD04830,10,7,4,4,5,10,Yes
SURV02848,LEAD04832,4,5,3,7,6,3,No
SURV02849,LEAD04833,6,8,5,6,7,6,No
SURV02850,LEAD04834,4,4,9,5,6,3,No
SURV02851,LEAD04836,7,5,5,5,5,7,No
SURV02852,LEAD04838,4,5,5,3,7,5,No
SURV02853,LEAD04840,6,6,5,3,6,5,No
SURV02854,LEAD04843,6,5,5,5,6,6,No
SURV02855,LEAD04844,6,4,1,8,5,7,No
SURV02856,LEAD04844,6,7,2,8,7,9,No
SURV02857,LEAD04846,8,7,3,5,7,8,No
SURV02858,LEAD04846,8,5,1,7,6,8,Yes
SURV02859,LEAD04847,8,9,4,6,4,9,Yes
SURV02860,LEAD04847,8,6,6,10,5,10,No
SURV02861,LEAD04850,5,3,5,3,6,7,No
SURV02862,LEAD04851,8,3,4,4,4,8,No
SURV02863,LEAD04857,10,6,9,9,3,10,Yes
SURV02864,LEAD04859,8,5,2,3,6,9,Yes
SURV02865,LEAD04860,5,3,2,3,3,6,No
SURV02866,LEAD04861,7,8,4,1,6,8,No
SURV02867,LEAD04864,8,7,3,1,5,9,No
SURV02868,LEAD04864,10,7,2,3,5,10,No
SURV02869,LEAD04867,4,4,4,4,7,4,No
SURV02870,LEAD04870,5,4,2,5,5,5,No
SURV02871,LEAD04870,3,4,3,3,7,3,No
SURV02872,LEAD04872,5,5,3,5,5,5,No
SURV02873,LEAD04875,4,5,6,3,1,3,No
SURV02874,LEAD04879,7,3,4,3,4,8,Yes
SURV02875,LEAD04879,9,6,5,1,2,8,Yes
SURV02876,LEAD04880,7,5,4,3,5,8,No
SURV02877,LEAD04882,9,7,4,1,4,8,Yes
SURV02878,LEAD04885,4,5,1,3,6,3,No
SURV02879,LEAD04886,7,4,3,7,4,7,No
SURV02880,LEAD04888,6,3,2,6,9,6,No
SURV02881,LEAD04889,6,7,2,1,4,4,No
SURV02882,LEAD04891,8,8,6,4,6,8,No
SURV02883,LEAD04891,7,9,5,4,6,7,No
SURV02884,LEAD04893,4,6,3,3,5,2,No
SURV02885,LEAD04900,6,5,5,3,5,7,No
SURV02886,LEAD04900,7,4,5,2,5,7,No
SURV02887,LEAD04905,7,6,7,6,6,5,No
SURV02888,LEAD04905,5,5,5,7,7,5,No
SURV02889,LEAD04909,9,8,3,7,6,8,No
SURV02890,LEAD04910,6,6,3,6,6,7,No
SURV02891,LEAD04911,6,2,3,7,5,5,No
SURV02892,LEAD04912,6,8,2,6,5,5,No
SURV02893,LEAD04916,7,8,3,2,5,6,No
SURV02894,LEAD04917,5,6,5,6,3,7,No
SURV02895,LEAD04918,4,4,4,6,4,4,No
SURV02896,LEAD04918,5,8,3,5,8,5,No
SURV02897,LEAD04919,4,4,3,5,6,5,No
SURV02898,LEAD04919,3,4,5,3,5,5,No
SURV02899,LEAD04922,5,5,1,8,8,5,No
SURV02900,LEAD04930,5,1,5,1,6,7,No
SURV02901,LEAD04933,8,7,2,6,6,9,No
SURV02902,LEAD04933,7,6,5,6,7,7,No
SURV02903,LEAD04933,7,7,2,8,7,6,No
SURV02904,LEAD04935,8,5,1,3,6,8,No
SURV02905,LEAD04937,6,9,4,3,7,4,Yes
SURV02906,LEAD04937,7,6,4,7,2,7,Yes
SURV02907,LEAD04939,6,7,7,1,3,6,No
SURV02908,LEAD04939,7,7,7,4,3,6,No
SURV02909,LEAD04939,7,6,2,4,3,7,No
SURV02910,LEAD04941,9,6,4,5,5,9,Yes
SURV02911,LEAD04941,9,7,3,6,7,10,Yes
SURV02912,LEAD04941,7,6,2,4,3,8,Yes
SURV02913,LEAD04945,5,3,3,9,7,4,No
SURV02914,LEAD04945,9,8,6,6,4,8,No
SURV02915,LEAD04945,6,2,5,7,5,6,No
SURV02916,LEAD04947,3,5,6,4,3,2,No
SURV02917,LEAD04948,6,6,3,7,6,5,No
SURV02918,LEAD04948,6,5,4,7,5,4,No
SURV02919,LEAD04949,6,4,2,4,7,5,No
SURV02920,LEAD04950,7,4,5,7,5,6,No
SURV02921,LEAD04951,7,7,2,4,3,8,No
SURV02922,LEAD04951,8,7,2,3,5,7,No
SURV02923,LEAD04954,6,2,4,6,6,6,No
SURV02924,LEAD04955,9,5,4,8,6,9,No
SURV02925,LEAD04955,5,8,5,7,6,7,Yes
SURV02926,LEAD04955,8,8,3,8,6,10,No
SURV02927,LEAD04960,6,5,6,9,6,6,No
SURV02928,LEAD04962,6,4,5,6,6,7,No
SURV02929,LEAD04963,5,8,3,6,7,5,No
SURV02930,LEAD04964,6,7,5,4,9,6,No
SURV02931,LEAD04968,8,7,5,2,7,9,No
SURV02932,LEAD04969,6,6,5,5,5,6,No
SURV02933,LEAD04969,8,5,6,4,4,9,No
SURV02934,LEAD04973,6,6,3,4,5,7,No
SURV02935,LEAD04977,7,4,1,4,6,5,No
SURV02936,LEAD04977,7,4,4,5,7,7,Yes
SURV02937,LEAD04978,5,7,5,8,8,7,No
SURV02938,LEAD04980,6,7,5,3,5,7,No
SURV02939,LEAD04980,7,7,5,3,5,8,No
SURV02940,LEAD04983,5,5,4,8,4,7,No
SURV02941,LEAD04991,5,6,2,6,5,4,No
SURV02942,LEAD04992,8,3,2,8,7,6,No
SURV02943,LEAD04992,8,6,1,5,5,8,No
SURV02944,LEAD04993,6,5,3,2,6,5,No
SURV02945,LEAD04996,8,4,1,2,7,8,No
SURV02946,LEAD04997,6,6,2,5,5,6,Yes
SURV02947,LEAD04997,6,6,1,3,4,5,No
SURV02948,LEAD04999,7,5,3,4,4,7,Yes
SURV02949,LEAD05000,7,6,4,3,6,8,No
SURV02950,LEAD05001,7,4,3,4,3,7,No
SURV02951,LEAD05001,9,8,3,4,3,8,No
SURV02952,LEAD05002,6,6,3,7,6,6,Yes
SURV02953,LEAD05010,7,5,6,8,6,7,No
SURV02954,LEAD05010,8,6,7,8,4,8,No
SURV02955,LEAD05010,5,6,5,9,4,6,No
SURV02956,LEAD05015,9,7,3,7,6,10,Yes
SURV02957,LEAD05016,6,7,4,8,8,4,No
SURV02958,LEAD05015,7,10,5,8,6,7,No
SURV02959,LEAD05015,8,8,2,7,6,7,Yes
SURV02960,LEAD05018,8,6,4,4,5,10,No
SURV02961,LEAD05018,9,8,5,5,6,10,No
SURV02962,LEAD05018,10,7,8,4,3,10,No
SURV02963,LEAD05019,7,8,3,3,6,6,No
SURV02964,LEAD05019,10,5,5,4,4,10,No
SURV02965,LEAD05019,9,6,4,8,5,9,No
SURV02966,LEAD05020,6,4,5,6,4,5,No
SURV02967,LEAD05022,7,4,5,10,6,8,No
SURV02968,LEAD05025,7,6,5,7,6,7,No
SURV02969,LEAD05033,7,7,6,8,5,6,No
SURV02970,LEAD05035,6,5,4,8,7,6,No
SURV02971,LEAD05035,6,6,5,9,6,6,No
SURV02972,LEAD05041,5,4,2,8,5,4,No
SURV02973,LEAD05049,8,6,5,4,3,7,Yes
SURV02974,LEAD05051,9,6,3,4,6,9,No
SURV02975,LEAD05052,5,3,2,5,4,5,No
SURV02976,LEAD05053,9,3,4,6,5,10,Yes
SURV02977,LEAD05055,6,1,3,7,7,5,No
SURV02978,LEAD05058,9,6,4,5,8,8,No
SURV02979,LEAD05058,8,8,4,3,5,8,No
SURV02980,LEAD05058,7,5,8,2,6,8,No
SURV02981,LEAD05062,6,2,10,6,5,6,No
SURV02982,LEAD05065,3,4,2,8,7,4,No
SURV02983,LEAD05066,5,8,2,5,4,4,No
SURV02984,LEAD05067,6,5,4,10,7,6,No
SURV02985,LEAD05074,7,8,4,4,7,6,No
SURV02986,LEAD05074,6,5,4,2,4,6,No
SURV02987,LEAD05076,8,5,5,4,7,9,No
SURV02988,LEAD05076,6,5,5,1,6,6,No
SURV02989,LEAD05078,7,4,4,9,5,7,No
SURV02990,LEAD05080,9,6,5,6,3,8,No
SURV02991,LEAD05080,9,6,5,8,5,10,Yes
SURV02992,LEAD05081,8,5,5,6,6,10,No
SURV02993,LEAD05081,9,7,6,7,6,10,No
SURV02994,LEAD05081,7,6,6,8,5,8,No
SURV02995,LEAD05082,5,8,5,6,5,6,No
SURV02996,LEAD05083,7,5,4,9,7,9,No
SURV02997,LEAD05084,9,5,5,3,6,9,No
SURV02998,LEAD05089,8,10,2,3,7,8,No
SURV02999,LEAD05089,10,6,1,3,6,10,Yes
SURV03000,LEAD05089,8,6,5,1,8,8,No
SURV03001,LEAD05091,7,5,3,5,6,8,No
SURV03002,LEAD05091,5,5,2,3,6,5,No
SURV03003,LEAD05094,6,6,1,7,5,6,No
SURV03004,LEAD05094,5,3,5,7,6,6,No
SURV03005,LEAD05098,7,5,3,3,6,8,No
SURV03006,LEAD05098,3,6,3,3,7,4,No
SURV03007,LEAD05098,6,5,2,5,6,8,No
SURV03008,LEAD05099,8,6,4,6,6,7,No
SURV03009,LEAD05102,6,3,3,3,5,8,No
SURV03010,LEAD05103,4,4,6,1,6,2,No
SURV03011,LEAD05104,10,7,3,4,3,9,Yes
SURV03012,LEAD05104,9,5,5,1,6,8,Yes
SURV03013,LEAD05104,7,9,4,3,4,4,Yes
SURV03014,LEAD05105,6,6,4,4,7,7,No
SURV03015,LEAD05105,7,7,1,4,6,7,Yes
SURV03016,LEAD05105,7,6,3,3,7,7,No
SURV03017,LEAD05106,7,7,2,7,6,7,No
SURV03018,LEAD05109,4,5,2,6,6,4,No
SURV03019,LEAD05109,4,4,2,3,7,4,No
SURV03020,LEAD05110,5,4,2,4,5,5,No
SURV03021,LEAD05111,7,8,1,3,4,7,Yes
SURV03022,LEAD05112,7,5,2,6,3,6,No
SURV03023,LEAD05112,5,4,2,4,6,5,No
SURV03024,LEAD05116,6,7,5,5,5,5,Yes
SURV03025,LEAD05117,6,6,5,6,5,6,No
SURV03026,LEAD05122,8,4,5,4,4,7,No
SURV03027,LEAD05123,6,5,3,3,6,6,Yes
SURV03028,LEAD05123,10,5,4,5,5,10,Yes
SURV03029,LEAD05130,9,7,5,3,5,10,Yes
SURV03030,LEAD05131,7,4,2,5,5,9,No
SURV03031,LEAD05134,8,7,2,1,6,9,No
SURV03032,LEAD05138,9,7,1,8,4,9,Yes
SURV03033,LEAD05141,6,6,4,1,5,5,No
SURV03034,LEAD05148,7,7,7,7,7,6,Yes
SURV03035,LEAD05149,7,8,7,6,5,9,No
SURV03036,LEAD05150,6,6,6,6,5,6,No
SURV03037,LEAD05154,9,10,5,9,4,10,Yes
SURV03038,LEAD05154,8,7,4,7,4,8,No
SURV03039,LEAD05157,4,7,5,8,5,4,No
SURV03040,LEAD05159,4,5,5,7,6,5,No
SURV03041,LEAD05160,6,7,7,9,7,6,No
SURV03042,LEAD05167,4,7,3,10,8,4,No
SURV03043,LEAD05168,6,8,4,3,6,7,No
SURV03044,LEAD05171,4,6,6,1,5,4,Yes
SURV03045,LEAD05173,6,3,5,6,6,8,Yes
SURV03046,LEAD05174,9,6,5,5,4,8,Yes
SURV03047,LEAD05176,8,6,4,4,3,8,No
SURV03048,LEAD05177,9,8,4,8,6,7,No
SURV03049,LEAD05177,6,2,4,9,6,7,No
SURV03050,LEAD05182,5,5,6,4,5,5,No
SURV03051,LEAD05183,5,2,5,7,3,6,No
SURV03052,LEAD05185,7,9,5,7,4,7,Yes
SURV03053,LEAD05188,5,5,1,5,7,6,No
SURV03054,LEAD05194,6,5,5,4,4,6,No
SURV03055,LEAD05196,6,6,4,7,7,6,No
SURV03056,LEAD05198,9,6,8,9,4,9,No
SURV03057,LEAD05201,7,5,6,9,5,5,No
SURV03058,LEAD05202,9,9,4,5,5,8,Yes
SURV03059,LEAD05203,6,3,3,2,7,6,No
SURV03060,LEAD05206,9,9,2,3,3,9,No
SURV03061,LEAD05206,10,8,3,4,3,9,Yes
SURV03062,LEAD05207,4,2,3,3,5,4,No
SURV03063,LEAD05207,3,5,5,5,5,3,No
SURV03064,LEAD05207,6,5,5,1,8,6,No
SURV03065,LEAD05208,7,4,3,2,6,7,No
SURV03066,LEAD05212,6,1,4,5,6,6,No
