FollowUp_ID,Lead_ID,FollowUp_Date,Mode,Purpose,Outcome
FU004798,LEAD01760,2025-08-11,WhatsApp,Site Visit Invitation,Neutral
FU004799,LEAD01760,2025-08-11,WhatsApp,Site Visit Invitation,Neutral
FU004800,LEAD01760,2025-09-06,Call,Site Visit Invitation,Interested
FU004801,LEAD01761,2025-04-07,Call,Introduction,Neutral
FU004802,LEAD01761,2025-04-15,Site Visit Reminder,Site Visit Invitation,Interested
FU004803,LEAD01761,2025-05-08,Call,Re-engagement,Interested
FU004804,LEAD01761,2025-06-06,Meeting,Site Visit Invitation,Not Interested
FU004805,LEAD01761,2025-06-22,WhatsApp,Introduction,No Response
FU004806,LEAD01762,2024-08-27,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU004807,LEAD01763,2025-06-11,Meeting,Introduction,Not Interested
FU004808,LEAD01764,2025-08-09,Meeting,Introduction,Interested
FU004809,LEAD01764,2025-08-15,WhatsApp,Interest Check,Requested Callback
FU004810,LEAD01765,2024-12-12,Site Visit Reminder,Site Visit Invitation,Neutral
FU004811,LEAD01765,2024-12-18,Payment Discussion,Payment Follow-up,Neutral
FU004812,LEAD01765,2024-12-27,Call,Booking Confirmation,Converted
FU004813,LEAD01766,2026-10-26,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU004814,LEAD01766,2026-11-11,WhatsApp,Re-engagement,No Response
FU004815,LEAD01766,2026-11-16,Call,Interest Check,Interested
FU004816,LEAD01766,2026-11-25,Call,Payment Follow-up,Interested
FU004817,LEAD01766,2026-12-20,Call,Loan Guidance,Requested Callback
FU004818,LEAD01767,2026-07-29,WhatsApp,Introduction,Requested Callback
FU004819,LEAD01767,2026-07-29,WhatsApp,Introduction,Requested Callback
FU004820,LEAD01767,2026-08-16,Email,Re-engagement,Interested
FU004821,LEAD01767,2026-08-16,Email,Re-engagement,Interested
FU004822,LEAD01767,2026-09-01,WhatsApp,Introduction,Interested
FU004823,LEAD01767,2026-09-08,Email,Interest Check,Interested
FU004824,LEAD01767,2026-09-17,WhatsApp,Re-engagement,No Response
FU004825,LEAD01767,2026-10-01,Call,Interest Check,Requested Callback
FU004826,LEAD01767,2026-10-09,Loan Assistance,Loan Guidance,Converted
FU004827,LEAD01768,2026-12-31,Call,Introduction,Interested
FU004828,LEAD01769,2026-12-31,Call,Introduction,Neutral
FU004829,LEAD01769,2026-12-31,Call,Introduction,Neutral
FU004830,LEAD01770,2026-12-31,Payment Discussion,Payment Follow-up,Requested Callback
FU004831,LEAD01771,2024-08-27,WhatsApp,Introduction,Not Interested
FU004832,LEAD01772,2024-10-28,Call,Introduction,Neutral
FU004833,LEAD01773,2024-11-24,WhatsApp,Introduction,Not Interested
FU004834,LEAD01773,2024-12-16,Call,Interest Check,No Response
FU004835,LEAD01774,2025-04-02,Email,Introduction,Interested
FU004836,LEAD01774,2025-04-21,WhatsApp,Price Negotiation,Neutral
FU004837,LEAD01774,2025-05-06,Payment Discussion,Payment Follow-up,Neutral
FU004838,LEAD01774,2025-05-25,Payment Discussion,Payment Follow-up,Neutral
FU004839,LEAD01774,2025-05-29,Call,Price Negotiation,Interested
FU004840,LEAD01774,2025-06-15,Meeting,Price Negotiation,Interested
FU004841,LEAD01774,2025-06-20,Call,Price Negotiation,Requested Callback
FU004842,LEAD01774,2025-06-20,Call,Price Negotiation,Requested Callback
FU004843,LEAD01775,2025-04-30,WhatsApp,Introduction,Neutral
FU004844,LEAD01775,2025-05-11,Meeting,Interest Check,Not Interested
FU004845,LEAD01776,2026-08-31,Email,Introduction,No Response
FU004846,LEAD01776,2026-08-31,Email,Introduction,No Response
FU004847,LEAD01776,2026-09-14,WhatsApp,Post-Visit Feedback,Interested
FU004848,LEAD01776,2026-10-06,Email,Interest Check,Interested
FU004849,LEAD01776,2026-10-18,Call,Payment Follow-up,Neutral
FU004850,LEAD01776,2026-11-16,Payment Discussion,Payment Follow-up,Interested
FU004851,LEAD01776,2026-11-25,Call,Interest Check,No Response
FU004852,LEAD01777,2024-02-29,Call,Introduction,Not Interested
FU004853,LEAD01778,2025-09-08,WhatsApp,Introduction,Interested
FU004854,LEAD01779,2026-01-11,Call,Introduction,Not Interested
FU004855,LEAD01779,2026-01-11,Call,Introduction,Not Interested
FU004856,LEAD01780,2026-08-06,WhatsApp,Introduction,No Response
FU004857,LEAD01780,2026-08-26,Email,Document Collection,Not Interested
FU004858,LEAD01781,2024-03-07,WhatsApp,Introduction,Interested
FU004859,LEAD01782,2026-08-07,Call,Introduction,Not Interested
FU004860,LEAD01783,2026-12-17,Meeting,Introduction,Interested
FU004861,LEAD01784,2025-08-28,Call,Introduction,Interested
FU004862,LEAD01784,2025-09-16,Call,Document Collection,No Response
FU004863,LEAD01784,2025-09-30,Call,Loan Guidance,Interested
FU004864,LEAD01785,2025-12-24,Email,Introduction,Requested Callback
FU004865,LEAD01786,2026-04-06,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU004866,LEAD01786,2026-04-19,Site Visit Reminder,Site Visit Invitation,Interested
FU004867,LEAD01786,2026-04-27,WhatsApp,Interest Check,Neutral
FU004868,LEAD01786,2026-05-12,WhatsApp,Post-Visit Feedback,Interested
FU004869,LEAD01787,2026-09-23,Email,Introduction,Neutral
FU004870,LEAD01787,2026-09-23,Email,Introduction,Neutral
FU004871,LEAD01788,2026-12-03,WhatsApp,Introduction,Neutral
FU004872,LEAD01788,2026-12-29,WhatsApp,Introduction,Requested Callback
FU004873,LEAD01789,2024-06-02,Call,Introduction,Not Interested
FU004874,LEAD01789,2024-06-23,Email,Price Negotiation,Neutral
FU004875,LEAD01789,2024-07-06,WhatsApp,Price Negotiation,Neutral
FU004876,LEAD01789,2024-07-25,Meeting,Re-engagement,Not Interested
FU004877,LEAD01789,2024-07-25,Meeting,Re-engagement,Not Interested
FU004878,LEAD01790,2025-03-12,Call,Introduction,Neutral
FU004879,LEAD01791,2026-07-26,WhatsApp,Introduction,Neutral
FU004880,LEAD01792,2026-12-31,WhatsApp,Introduction,Neutral
FU004881,LEAD01793,2026-02-07,Email,Introduction,No Response
FU004882,LEAD01794,2025-07-28,Call,Introduction,No Response
FU004883,LEAD01794,2025-08-13,WhatsApp,Interest Check,Interested
FU004884,LEAD01794,2025-08-27,WhatsApp,Payment Follow-up,Neutral
FU004885,LEAD01794,2025-09-11,Loan Assistance,Loan Guidance,No Response
FU004886,LEAD01795,2024-07-25,Meeting,Introduction,Neutral
FU004887,LEAD01795,2024-08-06,Loan Assistance,Loan Guidance,Converted
FU004888,LEAD01796,2025-04-05,Site Visit Reminder,Site Visit Invitation,Interested
FU004889,LEAD01797,2024-03-10,Site Visit Reminder,Site Visit Invitation,Not Interested
FU004890,LEAD01798,2024-05-22,Call,Introduction,Requested Callback
FU004891,LEAD01799,2024-10-24,Email,Introduction,Interested
FU004892,LEAD01800,2025-04-15,Meeting,Introduction,Neutral
FU004893,LEAD01800,2025-05-02,Call,Site Visit Invitation,Neutral
FU004894,LEAD01800,2025-05-26,Meeting,Interest Check,Interested
FU004895,LEAD01800,2025-06-01,WhatsApp,Re-engagement,No Response
FU004896,LEAD01800,2025-06-01,WhatsApp,Re-engagement,No Response
FU004897,LEAD01801,2025-10-18,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU004898,LEAD01802,2026-04-24,WhatsApp,Introduction,No Response
FU004899,LEAD01802,2026-05-18,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU004900,LEAD01802,2026-06-13,Email,Loan Guidance,Neutral
FU004901,LEAD01802,2026-07-07,Call,Site Visit Invitation,Neutral
FU004902,LEAD01803,2026-10-28,Call,Introduction,Not Interested
FU004903,LEAD01804,2026-12-31,Payment Discussion,Payment Follow-up,No Response
FU004904,LEAD01805,2025-04-28,WhatsApp,Introduction,Interested
FU004905,LEAD01805,2025-05-20,Call,Interest Check,Not Interested
FU004906,LEAD01806,2025-07-16,Site Visit Reminder,Site Visit Invitation,Interested
FU004907,LEAD01807,2026-06-13,WhatsApp,Introduction,Not Interested
FU004908,LEAD01807,2026-07-07,Email,Post-Visit Feedback,No Response
FU004909,LEAD01807,2026-07-24,Meeting,Payment Follow-up,Not Interested
FU004910,LEAD01808,2024-04-05,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU004911,LEAD01808,2024-04-30,Meeting,Interest Check,Neutral
FU004912,LEAD01808,2024-04-30,Meeting,Interest Check,Neutral
FU004913,LEAD01808,2024-05-26,Loan Assistance,Loan Guidance,Not Interested
FU004914,LEAD01809,2024-08-18,Call,Introduction,Not Interested
FU004915,LEAD01810,2026-11-14,WhatsApp,Introduction,Not Interested
FU004916,LEAD01810,2026-12-12,Call,Introduction,Not Interested
FU004917,LEAD01810,2026-12-12,Call,Introduction,Not Interested
FU004918,LEAD01811,2026-12-31,WhatsApp,Introduction,Neutral
FU004919,LEAD01812,2024-06-09,WhatsApp,Introduction,Neutral
FU004920,LEAD01813,2026-12-31,Site Visit Reminder,Site Visit Invitation,No Response
FU004921,LEAD01814,2026-12-25,WhatsApp,Introduction,Interested
FU004922,LEAD01815,2026-12-31,Email,Introduction,No Response
FU004923,LEAD01816,2026-05-28,WhatsApp,Introduction,Interested
FU004924,LEAD01816,2026-06-04,Payment Discussion,Payment Follow-up,Neutral
FU004925,LEAD01816,2026-06-18,Call,Booking Confirmation,Requested Callback
FU004926,LEAD01817,2025-01-19,WhatsApp,Introduction,Not Interested
FU004927,LEAD01818,2025-02-20,Call,Introduction,Not Interested
FU004928,LEAD01818,2025-02-20,Call,Introduction,Not Interested
FU004929,LEAD01819,2026-06-11,Call,Introduction,Interested
FU004930,LEAD01819,2026-07-10,Call,Loan Guidance,Not Interested
FU004931,LEAD01819,2026-07-23,WhatsApp,Price Negotiation,Requested Callback
FU004932,LEAD01819,2026-07-31,Call,Interest Check,Neutral
FU004933,LEAD01819,2026-08-09,Meeting,Payment Follow-up,Interested
FU004934,LEAD01820,2026-12-09,WhatsApp,Introduction,Neutral
FU004935,LEAD01820,2026-12-23,Call,Document Collection,No Response
FU004936,LEAD01820,2026-12-23,Call,Document Collection,No Response
FU004937,LEAD01820,2026-12-28,Call,Loan Guidance,No Response
FU004938,LEAD01820,2026-12-31,Meeting,Document Collection,Neutral
FU004939,LEAD01820,2026-12-31,Loan Assistance,Loan Guidance,No Response
FU004940,LEAD01820,2026-12-31,Payment Discussion,Payment Follow-up,Converted
FU004941,LEAD01820,2026-12-31,Loan Assistance,Loan Guidance,No Response
FU004942,LEAD01821,2024-04-27,Call,Introduction,Interested
FU004943,LEAD01821,2024-05-11,Call,Re-engagement,No Response
FU004944,LEAD01821,2024-05-25,Call,Loan Guidance,Not Interested
FU004945,LEAD01821,2024-06-12,Call,Interest Check,Interested
FU004946,LEAD01821,2024-06-25,Call,Payment Follow-up,Neutral
FU004947,LEAD01821,2024-07-01,Call,Booking Confirmation,Converted
FU004948,LEAD01822,2025-08-31,Call,Introduction,Not Interested
FU004949,LEAD01822,2025-09-15,WhatsApp,Document Collection,Requested Callback
FU004950,LEAD01822,2025-09-30,WhatsApp,Site Visit Invitation,Neutral
FU004951,LEAD01822,2025-10-19,Call,Post-Visit Feedback,Neutral
FU004952,LEAD01822,2025-11-01,Call,Site Visit Invitation,No Response
FU004953,LEAD01822,2025-11-08,Meeting,Payment Follow-up,Neutral
FU004954,LEAD01822,2025-11-27,Payment Discussion,Payment Follow-up,Converted
FU004955,LEAD01823,2026-11-17,Call,Introduction,Requested Callback
FU004956,LEAD01823,2026-12-05,Site Visit Reminder,Site Visit Invitation,Not Interested
FU004957,LEAD01824,2026-11-01,WhatsApp,Introduction,Interested
FU004958,LEAD01824,2026-11-06,WhatsApp,Site Visit Invitation,Neutral
FU004959,LEAD01824,2026-11-17,Meeting,Interest Check,Neutral
FU004960,LEAD01824,2026-11-28,Meeting,Interest Check,Not Interested
FU004961,LEAD01824,2026-12-16,Loan Assistance,Loan Guidance,Converted
FU004962,LEAD01824,2026-12-16,Loan Assistance,Loan Guidance,Converted
FU004963,LEAD01825,2026-12-13,Call,Introduction,No Response
FU004964,LEAD01825,2026-12-20,Call,Post-Visit Feedback,Not Interested
FU004965,LEAD01826,2026-12-31,Email,Introduction,Requested Callback
FU004966,LEAD01827,2026-12-31,Call,Introduction,Neutral
FU004967,LEAD01828,2025-01-12,Payment Discussion,Payment Follow-up,Interested
FU004968,LEAD01828,2025-01-25,WhatsApp,Interest Check,Not Interested
FU004969,LEAD01829,2025-03-19,Call,Introduction,Not Interested
FU004970,LEAD01830,2025-10-14,Call,Introduction,Not Interested
FU004971,LEAD01831,2025-10-09,WhatsApp,Introduction,Not Interested
FU004972,LEAD01832,2026-01-29,Meeting,Introduction,Interested
FU004973,LEAD01832,2026-01-29,Meeting,Introduction,Interested
FU004974,LEAD01832,2026-02-10,Payment Discussion,Payment Follow-up,Requested Callback
FU004975,LEAD01833,2024-04-19,WhatsApp,Introduction,Not Interested
FU004976,LEAD01833,2024-04-28,Payment Discussion,Payment Follow-up,Interested
FU004977,LEAD01833,2024-05-13,Payment Discussion,Payment Follow-up,Interested
FU004978,LEAD01833,2024-05-17,Payment Discussion,Payment Follow-up,Requested Callback
FU004979,LEAD01834,2025-02-21,Email,Introduction,Neutral
FU004980,LEAD01834,2025-03-08,Call,Price Negotiation,Requested Callback
FU004981,LEAD01834,2025-03-22,Email,Price Negotiation,Requested Callback
FU004982,LEAD01834,2025-04-10,Call,Price Negotiation,Neutral
FU004983,LEAD01834,2025-04-16,Loan Assistance,Loan Guidance,Interested
FU004984,LEAD01835,2025-08-05,WhatsApp,Introduction,Requested Callback
FU004985,LEAD01835,2025-08-22,Site Visit Reminder,Site Visit Invitation,Neutral
FU004986,LEAD01835,2025-08-31,Loan Assistance,Loan Guidance,Requested Callback
FU004987,LEAD01835,2025-09-14,Meeting,Document Collection,Requested Callback
FU004988,LEAD01836,2026-08-31,WhatsApp,Introduction,Not Interested
FU004989,LEAD01837,2026-12-31,WhatsApp,Introduction,Neutral
FU004990,LEAD01838,2024-05-06,Site Visit Reminder,Site Visit Invitation,Neutral
FU004991,LEAD01838,2024-05-11,Call,Interest Check,Interested
FU004992,LEAD01838,2024-05-22,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU004993,LEAD01839,2025-01-19,WhatsApp,Introduction,Neutral
FU004994,LEAD01840,2025-04-30,WhatsApp,Introduction,Interested
FU004995,LEAD01840,2025-05-20,WhatsApp,Introduction,Neutral
FU004996,LEAD01840,2025-06-17,WhatsApp,Site Visit Invitation,Not Interested
FU004997,LEAD01840,2025-07-07,WhatsApp,Re-engagement,No Response
FU004998,LEAD01840,2025-07-21,Email,Re-engagement,Interested
FU004999,LEAD01841,2025-10-07,Call,Introduction,Neutral
FU005000,LEAD01841,2025-10-07,Call,Introduction,Neutral
FU005001,LEAD01841,2025-10-07,Call,Introduction,Neutral
FU005002,LEAD01841,2025-11-05,WhatsApp,Price Negotiation,Neutral
FU005003,LEAD01841,2025-12-03,WhatsApp,Booking Confirmation,Interested
FU005004,LEAD01841,2025-12-30,Call,Booking Confirmation,Interested
FU005005,LEAD01841,2026-01-28,Call,Interest Check,Interested
FU005006,LEAD01841,2026-02-25,WhatsApp,Document Collection,Interested
FU005007,LEAD01842,2026-12-13,Call,Introduction,Not Interested
FU005008,LEAD01843,2026-10-29,Meeting,Introduction,No Response
FU005009,LEAD01844,2026-12-31,Payment Discussion,Payment Follow-up,Neutral
FU005010,LEAD01844,2026-12-31,Loan Assistance,Loan Guidance,Neutral
FU005011,LEAD01844,2026-12-31,Loan Assistance,Loan Guidance,Converted
FU005012,LEAD01844,2026-12-31,Payment Discussion,Payment Follow-up,Neutral
FU005013,LEAD01845,2024-04-06,WhatsApp,Introduction,No Response
FU005014,LEAD01846,2024-09-02,Call,Introduction,Interested
FU005015,LEAD01846,2024-09-17,Call,Re-engagement,Neutral
FU005016,LEAD01846,2024-09-17,Call,Re-engagement,Neutral
FU005017,LEAD01846,2024-09-17,Call,Re-engagement,Neutral
FU005018,LEAD01846,2024-10-10,Payment Discussion,Payment Follow-up,Neutral
FU005019,LEAD01846,2024-10-28,WhatsApp,Price Negotiation,No Response
FU005020,LEAD01847,2026-06-19,Call,Introduction,No Response
FU005021,LEAD01847,2026-06-29,Site Visit Reminder,Site Visit Invitation,Interested
FU005022,LEAD01847,2026-07-26,Meeting,Introduction,Neutral
FU005023,LEAD01847,2026-08-07,Call,Introduction,Interested
FU005024,LEAD01848,2026-12-31,WhatsApp,Introduction,Interested
FU005025,LEAD01849,2026-12-31,WhatsApp,Introduction,Neutral
FU005026,LEAD01849,2026-12-31,Meeting,Re-engagement,Requested Callback
FU005027,LEAD01849,2026-12-31,Call,Interest Check,Interested
FU005028,LEAD01849,2026-12-31,Meeting,Booking Confirmation,Converted
FU005029,LEAD01850,2026-12-31,Email,Introduction,Neutral
FU005030,LEAD01851,2024-10-31,WhatsApp,Introduction,Requested Callback
FU005031,LEAD01851,2024-11-05,Call,Payment Follow-up,Requested Callback
FU005032,LEAD01851,2024-11-18,Call,Document Collection,Neutral
FU005033,LEAD01851,2024-12-01,Call,Booking Confirmation,Converted
FU005034,LEAD01852,2025-06-10,Call,Introduction,Neutral
FU005035,LEAD01852,2025-06-30,WhatsApp,Price Negotiation,Neutral
FU005036,LEAD01852,2025-07-05,Call,Re-engagement,Requested Callback
FU005037,LEAD01852,2025-07-29,WhatsApp,Price Negotiation,Neutral
FU005038,LEAD01853,2025-08-06,Call,Introduction,Requested Callback
FU005039,LEAD01853,2025-08-23,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU005040,LEAD01854,2024-11-06,Call,Introduction,Neutral
FU005041,LEAD01854,2024-11-22,Call,Site Visit Invitation,Interested
FU005042,LEAD01855,2025-02-07,Call,Introduction,No Response
FU005043,LEAD01856,2025-08-28,Call,Introduction,Not Interested
FU005044,LEAD01856,2025-09-26,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU005045,LEAD01856,2025-10-23,Call,Booking Confirmation,Not Interested
FU005046,LEAD01857,2025-08-19,WhatsApp,Introduction,Neutral
FU005047,LEAD01858,2024-12-24,Call,Introduction,Not Interested
FU005048,LEAD01858,2025-01-10,WhatsApp,Interest Check,Neutral
FU005049,LEAD01859,2025-07-26,Call,Introduction,Interested
FU005050,LEAD01860,2026-09-14,WhatsApp,Introduction,Neutral
FU005051,LEAD01860,2026-09-24,Loan Assistance,Loan Guidance,Not Interested
FU005052,LEAD01861,2024-02-19,WhatsApp,Introduction,Interested
FU005053,LEAD01861,2024-03-12,WhatsApp,Site Visit Invitation,Interested
FU005054,LEAD01861,2024-04-01,WhatsApp,Re-engagement,Interested
FU005055,LEAD01861,2024-04-01,WhatsApp,Re-engagement,Interested
FU005056,LEAD01862,2024-08-17,Site Visit Reminder,Site Visit Invitation,Neutral
FU005057,LEAD01862,2024-08-24,Email,Introduction,Interested
FU005058,LEAD01862,2024-08-29,WhatsApp,Site Visit Invitation,Requested Callback
FU005059,LEAD01862,2024-09-11,Email,Price Negotiation,Interested
FU005060,LEAD01862,2024-10-07,Site Visit Reminder,Site Visit Invitation,Interested
FU005061,LEAD01862,2024-10-23,WhatsApp,Document Collection,Interested
FU005062,LEAD01863,2025-01-08,Call,Introduction,Not Interested
FU005063,LEAD01863,2025-01-14,Call,Document Collection,Interested
FU005064,LEAD01864,2025-08-27,Call,Introduction,Neutral
FU005065,LEAD01864,2025-09-23,Call,Interest Check,Not Interested
FU005066,LEAD01864,2025-09-23,Call,Interest Check,Not Interested
FU005067,LEAD01865,2026-05-31,WhatsApp,Introduction,Requested Callback
FU005068,LEAD01865,2026-06-10,Site Visit Reminder,Site Visit Invitation,Neutral
FU005069,LEAD01865,2026-06-17,Meeting,Loan Guidance,Neutral
FU005070,LEAD01865,2026-06-30,Call,Interest Check,Neutral
FU005071,LEAD01865,2026-07-07,Call,Interest Check,Interested
FU005072,LEAD01865,2026-07-16,WhatsApp,Interest Check,Not Interested
FU005073,LEAD01866,2026-12-31,Call,Introduction,Interested
FU005074,LEAD01867,2026-04-13,Loan Assistance,Loan Guidance,Interested
FU005075,LEAD01867,2026-05-10,WhatsApp,Price Negotiation,Requested Callback
FU005076,LEAD01867,2026-06-08,Email,Re-engagement,Requested Callback
FU005077,LEAD01867,2026-06-13,WhatsApp,Introduction,Interested
FU005078,LEAD01868,2026-04-26,WhatsApp,Introduction,Neutral
FU005079,LEAD01868,2026-05-15,Call,Price Negotiation,Neutral
FU005080,LEAD01868,2026-06-02,Loan Assistance,Loan Guidance,No Response
FU005081,LEAD01868,2026-06-17,Meeting,Document Collection,Neutral
